sgx,sgy,sgz
-78.125,-23.4375,125.0
-78.125,-15.625,109.375
-78.125,-7.8125,85.9375
-70.3125,-46.875,148.4375
-70.3125,-39.0625,140.625
-70.3125,-31.25,125.0
-70.3125,-31.25,132.8125
-70.3125,-23.4375,101.5625
-70.3125,-23.4375,109.375
-70.3125,-23.4375,117.1875
-70.3125,-23.4375,125.0
-70.3125,-15.625,46.875
-70.3125,-15.625,54.6875
-70.3125,-15.625,62.5
-70.3125,-15.625,70.3125
-70.3125,-15.625,78.125
-70.3125,-15.625,85.9375
-70.3125,-15.625,93.75
-70.3125,-15.625,101.5625
-70.3125,-15.625,109.375
-70.3125,-15.625,117.1875
-70.3125,-7.8125,62.5
-70.3125,-7.8125,70.3125
-70.3125,-7.8125,78.125
-70.3125,-7.8125,85.9375
-62.5,-62.5,156.25
-62.5,-54.6875,148.4375
-62.5,-54.6875,156.25
-62.5,-46.875,140.625
-62.5,-46.875,148.4375
-62.5,-39.0625,132.8125
-62.5,-39.0625,140.625
-62.5,-31.25,54.6875
-62.5,-31.25,109.375
-62.5,-31.25,117.1875
-62.5,-31.25,125.0
-62.5,-31.25,132.8125
-62.5,-23.4375,39.0625
-62.5,-23.4375,46.875
-62.5,-23.4375,54.6875
-62.5,-23.4375,62.5
-62.5,-23.4375,70.3125
-62.5,-23.4375,78.125
-62.5,-23.4375,85.9375
-62.5,-23.4375,93.75
-62.5,-23.4375,101.5625
-62.5,-23.4375,109.375
-62.5,-23.4375,117.1875
-62.5,-23.4375,125.0
-62.5,-15.625,31.25
-62.5,-15.625,39.0625
-62.5,-15.625,46.875
-62.5,-15.625,54.6875
-62.5,-15.625,62.5
-62.5,-15.625,70.3125
-62.5,-15.625,78.125
-62.5,-15.625,85.9375
-62.5,-15.625,93.75
-62.5,-15.625,101.5625
-62.5,-15.625,109.375
-62.5,-7.8125,39.0625
-62.5,-7.8125,46.875
-62.5,-7.8125,54.6875
-62.5,-7.8125,62.5
-62.5,-7.8125,70.3125
-62.5,-7.8125,78.125
-62.5,-7.8125,85.9375
-62.5,0.0,62.5
-54.6875,-70.3125,156.25
-54.6875,-62.5,148.4375
-54.6875,-62.5,156.25
-54.6875,-54.6875,140.625
-54.6875,-54.6875,148.4375
-54.6875,-46.875,132.8125
-54.6875,-46.875,140.625
-54.6875,-46.875,148.4375
-54.6875,-39.0625,117.1875
-54.6875,-39.0625,125.0
-54.6875,-39.0625,132.8125
-54.6875,-39.0625,140.625
-54.6875,-31.25,39.0625
-54.6875,-31.25,46.875
-54.6875,-31.25,54.6875
-54.6875,-31.25,62.5
-54.6875,-31.25,70.3125
-54.6875,-31.25,78.125
-54.6875,-31.25,85.9375
-54.6875,-31.25,93.75
-54.6875,-31.25,101.5625
-54.6875,-31.25,109.375
-54.6875,-31.25,117.1875
-54.6875,-31.25,125.0
-54.6875,-31.25,132.8125
-54.6875,-23.4375,31.25
-54.6875,-23.4375,39.0625
-54.6875,-23.4375,46.875
-54.6875,-23.4375,54.6875
-54.6875,-23.4375,62.5
-54.6875,-23.4375,70.3125
-54.6875,-23.4375,78.125
-54.6875,-23.4375,85.9375
-54.6875,-23.4375,93.75
-54.6875,-23.4375,101.5625
-54.6875,-23.4375,109.375
-54.6875,-23.4375,117.1875
-54.6875,-23.4375,125.0
-54.6875,-15.625,23.4375
-54.6875,-15.625,31.25
-54.6875,-15.625,39.0625
-54.6875,-15.625,46.875
-54.6875,-15.625,54.6875
-54.6875,-15.625,62.5
-54.6875,-15.625,70.3125
-54.6875,-15.625,78.125
-54.6875,-15.625,85.9375
-54.6875,-15.625,93.75
-54.6875,-15.625,101.5625
-54.6875,-7.8125,31.25
-54.6875,-7.8125,39.0625
-54.6875,-7.8125,46.875
-54.6875,-7.8125,54.6875
-54.6875,-7.8125,62.5
-54.6875,-7.8125,70.3125
-54.6875,-7.8125,78.125
-54.6875,0.0,46.875
-54.6875,0.0,54.6875
-46.875,-78.125,156.25
-46.875,-70.3125,148.4375
-46.875,-70.3125,156.25
-46.875,-62.5,148.4375
-46.875,-54.6875,132.8125
-46.875,-54.6875,140.625
-46.875,-54.6875,148.4375
-46.875,-46.875,125.0
-46.875,-46.875,132.8125
-46.875,-46.875,140.625
-46.875,-39.0625,54.6875
-46.875,-39.0625,62.5
-46.875,-39.0625,70.3125
-46.875,-39.0625,78.125
-46.875,-39.0625,85.9375
-46.875,-39.0625,93.75
-46.875,-39.0625,101.5625
-46.875,-39.0625,109.375
-46.875,-39.0625,117.1875
-46.875,-39.0625,125.0
-46.875,-39.0625,132.8125
-46.875,-39.0625,140.625
-46.875,-31.25,31.25
-46.875,-31.25,39.0625
-46.875,-31.25,46.875
-46.875,-31.25,54.6875
-46.875,-31.25,62.5
-46.875,-31.25,70.3125
-46.875,-31.25,78.125
-46.875,-31.25,85.9375
-46.875,-31.25,93.75
-46.875,-31.25,101.5625
-46.875,-31.25,109.375
-46.875,-31.25,117.1875
-46.875,-31.25,125.0
-46.875,-23.4375,15.625
-46.875,-23.4375,23.4375
-46.875,-23.4375,31.25
-46.875,-23.4375,39.0625
-46.875,-23.4375,46.875
-46.875,-23.4375,54.6875
-46.875,-23.4375,62.5
-46.875,-23.4375,70.3125
-46.875,-23.4375,78.125
-46.875,-23.4375,85.9375
-46.875,-23.4375,93.75
-46.875,-23.4375,101.5625
-46.875,-23.4375,109.375
-46.875,-23.4375,117.1875
-46.875,-15.625,7.8125
-46.875,-15.625,15.625
-46.875,-15.625,23.4375
-46.875,-15.625,31.25
-46.875,-15.625,39.0625
-46.875,-15.625,46.875
-46.875,-15.625,54.6875
-46.875,-15.625,62.5
-46.875,-15.625,70.3125
-46.875,-15.625,78.125
-46.875,-15.625,85.9375
-46.875,-15.625,93.75
-46.875,-7.8125,15.625
-46.875,-7.8125,23.4375
-46.875,-7.8125,31.25
-46.875,-7.8125,39.0625
-46.875,-7.8125,46.875
-46.875,-7.8125,54.6875
-46.875,-7.8125,62.5
-46.875,-7.8125,70.3125
-46.875,0.0,31.25
-46.875,0.0,39.0625
-46.875,0.0,46.875
-46.875,0.0,54.6875
-39.0625,-93.75,156.25
-39.0625,-85.9375,156.25
-39.0625,-78.125,148.4375
-39.0625,-70.3125,148.4375
-39.0625,-62.5,140.625
-39.0625,-62.5,148.4375
-39.0625,-54.6875,117.1875
-39.0625,-54.6875,125.0
-39.0625,-54.6875,132.8125
-39.0625,-54.6875,140.625
-39.0625,-54.6875,148.4375
-39.0625,-46.875,78.125
-39.0625,-46.875,85.9375
-39.0625,-46.875,93.75
-39.0625,-46.875,101.5625
-39.0625,-46.875,109.375
-39.0625,-46.875,117.1875
-39.0625,-46.875,125.0
-39.0625,-46.875,132.8125
-39.0625,-46.875,140.625
-39.0625,-39.0625,54.6875
-39.0625,-39.0625,62.5
-39.0625,-39.0625,70.3125
-39.0625,-39.0625,78.125
-39.0625,-39.0625,85.9375
-39.0625,-39.0625,93.75
-39.0625,-39.0625,101.5625
-39.0625,-39.0625,109.375
-39.0625,-39.0625,117.1875
-39.0625,-39.0625,125.0
-39.0625,-39.0625,132.8125
-39.0625,-31.25,39.0625
-39.0625,-31.25,46.875
-39.0625,-31.25,54.6875
-39.0625,-31.25,62.5
-39.0625,-31.25,70.3125
-39.0625,-31.25,78.125
-39.0625,-31.25,85.9375
-39.0625,-31.25,93.75
-39.0625,-31.25,101.5625
-39.0625,-31.25,109.375
-39.0625,-31.25,117.1875
-39.0625,-31.25,125.0
-39.0625,-23.4375,7.8125
-39.0625,-23.4375,15.625
-39.0625,-23.4375,23.4375
-39.0625,-23.4375,31.25
-39.0625,-23.4375,39.0625
-39.0625,-23.4375,46.875
-39.0625,-23.4375,54.6875
-39.0625,-23.4375,62.5
-39.0625,-23.4375,70.3125
-39.0625,-23.4375,78.125
-39.0625,-23.4375,85.9375
-39.0625,-23.4375,93.75
-39.0625,-23.4375,101.5625
-39.0625,-23.4375,109.375
-39.0625,-15.625,0.0
-39.0625,-15.625,7.8125
-39.0625,-15.625,15.625
-39.0625,-15.625,23.4375
-39.0625,-15.625,31.25
-39.0625,-15.625,39.0625
-39.0625,-15.625,46.875
-39.0625,-15.625,54.6875
-39.0625,-15.625,62.5
-39.0625,-15.625,70.3125
-39.0625,-15.625,78.125
-39.0625,-15.625,85.9375
-39.0625,-7.8125,7.8125
-39.0625,-7.8125,15.625
-39.0625,-7.8125,23.4375
-39.0625,-7.8125,31.25
-39.0625,-7.8125,39.0625
-39.0625,-7.8125,46.875
-39.0625,-7.8125,54.6875
-39.0625,-7.8125,62.5
-39.0625,-7.8125,70.3125
-39.0625,0.0,23.4375
-39.0625,0.0,31.25
-39.0625,0.0,39.0625
-39.0625,0.0,46.875
-31.25,-85.9375,148.4375
-31.25,-78.125,140.625
-31.25,-78.125,148.4375
-31.25,-70.3125,132.8125
-31.25,-70.3125,140.625
-31.25,-70.3125,148.4375
-31.25,-62.5,117.1875
-31.25,-62.5,125.0
-31.25,-62.5,132.8125
-31.25,-62.5,140.625
-31.25,-54.6875,93.75
-31.25,-54.6875,101.5625
-31.25,-54.6875,109.375
-31.25,-54.6875,117.1875
-31.25,-54.6875,125.0
-31.25,-54.6875,132.8125
-31.25,-54.6875,140.625
-31.25,-46.875,70.3125
-31.25,-46.875,78.125
-31.25,-46.875,85.9375
-31.25,-46.875,93.75
-31.25,-46.875,101.5625
-31.25,-46.875,109.375
-31.25,-46.875,117.1875
-31.25,-46.875,125.0
-31.25,-46.875,132.8125
-31.25,-39.0625,54.6875
-31.25,-39.0625,62.5
-31.25,-39.0625,70.3125
-31.25,-39.0625,78.125
-31.25,-39.0625,85.9375
-31.25,-39.0625,93.75
-31.25,-39.0625,101.5625
-31.25,-39.0625,109.375
-31.25,-39.0625,117.1875
-31.25,-39.0625,125.0
-31.25,-31.25,46.875
-31.25,-31.25,54.6875
-31.25,-31.25,62.5
-31.25,-31.25,70.3125
-31.25,-31.25,78.125
-31.25,-31.25,85.9375
-31.25,-31.25,93.75
-31.25,-31.25,101.5625
-31.25,-31.25,109.375
-31.25,-31.25,117.1875
-31.25,-23.4375,7.8125
-31.25,-23.4375,15.625
-31.25,-23.4375,23.4375
-31.25,-23.4375,31.25
-31.25,-23.4375,39.0625
-31.25,-23.4375,46.875
-31.25,-23.4375,54.6875
-31.25,-23.4375,62.5
-31.25,-23.4375,70.3125
-31.25,-23.4375,78.125
-31.25,-23.4375,85.9375
-31.25,-23.4375,93.75
-31.25,-23.4375,101.5625
-31.25,-15.625,0.0
-31.25,-15.625,7.8125
-31.25,-15.625,15.625
-31.25,-15.625,23.4375
-31.25,-15.625,31.25
-31.25,-15.625,39.0625
-31.25,-15.625,46.875
-31.25,-15.625,54.6875
-31.25,-15.625,62.5
-31.25,-15.625,70.3125
-31.25,-15.625,78.125
-31.25,-15.625,85.9375
-31.25,-7.8125,0.0
-31.25,-7.8125,7.8125
-31.25,-7.8125,15.625
-31.25,-7.8125,23.4375
-31.25,-7.8125,31.25
-31.25,-7.8125,39.0625
-31.25,-7.8125,46.875
-31.25,-7.8125,54.6875
-31.25,-7.8125,62.5
-31.25,0.0,15.625
-31.25,0.0,23.4375
-31.25,0.0,31.25
-31.25,0.0,39.0625
-31.25,0.0,46.875
-23.4375,-85.9375,148.4375
-23.4375,-78.125,140.625
-23.4375,-78.125,148.4375
-23.4375,-70.3125,125.0
-23.4375,-70.3125,132.8125
-23.4375,-70.3125,140.625
-23.4375,-62.5,109.375
-23.4375,-62.5,117.1875
-23.4375,-62.5,125.0
-23.4375,-62.5,132.8125
-23.4375,-62.5,140.625
-23.4375,-54.6875,93.75
-23.4375,-54.6875,101.5625
-23.4375,-54.6875,109.375
-23.4375,-54.6875,117.1875
-23.4375,-54.6875,125.0
-23.4375,-54.6875,132.8125
-23.4375,-46.875,78.125
-23.4375,-46.875,85.9375
-23.4375,-46.875,93.75
-23.4375,-46.875,101.5625
-23.4375,-46.875,109.375
-23.4375,-46.875,117.1875
-23.4375,-46.875,125.0
-23.4375,-46.875,132.8125
-23.4375,-39.0625,62.5
-23.4375,-39.0625,70.3125
-23.4375,-39.0625,78.125
-23.4375,-39.0625,85.9375
-23.4375,-39.0625,93.75
-23.4375,-39.0625,101.5625
-23.4375,-39.0625,109.375
-23.4375,-39.0625,117.1875
-23.4375,-31.25,46.875
-23.4375,-31.25,54.6875
-23.4375,-31.25,62.5
-23.4375,-31.25,70.3125
-23.4375,-31.25,78.125
-23.4375,-31.25,85.9375
-23.4375,-31.25,93.75
-23.4375,-31.25,101.5625
-23.4375,-31.25,109.375
-23.4375,-23.4375,0.0
-23.4375,-23.4375,7.8125
-23.4375,-23.4375,15.625
-23.4375,-23.4375,23.4375
-23.4375,-23.4375,31.25
-23.4375,-23.4375,39.0625
-23.4375,-23.4375,46.875
-23.4375,-23.4375,54.6875
-23.4375,-23.4375,62.5
-23.4375,-23.4375,70.3125
-23.4375,-23.4375,78.125
-23.4375,-23.4375,85.9375
-23.4375,-23.4375,93.75
-23.4375,-15.625,-7.8125
-23.4375,-15.625,0.0
-23.4375,-15.625,7.8125
-23.4375,-15.625,15.625
-23.4375,-15.625,23.4375
-23.4375,-15.625,31.25
-23.4375,-15.625,39.0625
-23.4375,-15.625,46.875
-23.4375,-15.625,54.6875
-23.4375,-15.625,62.5
-23.4375,-15.625,70.3125
-23.4375,-15.625,78.125
-23.4375,-7.8125,-15.625
-23.4375,-7.8125,-7.8125
-23.4375,-7.8125,0.0
-23.4375,-7.8125,7.8125
-23.4375,-7.8125,15.625
-23.4375,-7.8125,23.4375
-23.4375,-7.8125,31.25
-23.4375,-7.8125,39.0625
-23.4375,-7.8125,46.875
-23.4375,-7.8125,54.6875
-23.4375,0.0,7.8125
-23.4375,0.0,15.625
-23.4375,0.0,23.4375
-23.4375,0.0,31.25
-23.4375,0.0,39.0625
-15.625,-70.3125,125.0
-15.625,-70.3125,132.8125
-15.625,-70.3125,140.625
-15.625,-62.5,109.375
-15.625,-62.5,117.1875
-15.625,-62.5,125.0
-15.625,-62.5,132.8125
-15.625,-54.6875,93.75
-15.625,-54.6875,101.5625
-15.625,-54.6875,109.375
-15.625,-54.6875,117.1875
-15.625,-54.6875,125.0
-15.625,-54.6875,132.8125
-15.625,-46.875,78.125
-15.625,-46.875,85.9375
-15.625,-46.875,93.75
-15.625,-46.875,101.5625
-15.625,-46.875,109.375
-15.625,-46.875,117.1875
-15.625,-46.875,125.0
-15.625,-39.0625,62.5
-15.625,-39.0625,70.3125
-15.625,-39.0625,78.125
-15.625,-39.0625,85.9375
-15.625,-39.0625,93.75
-15.625,-39.0625,101.5625
-15.625,-39.0625,109.375
-15.625,-39.0625,117.1875
-15.625,-31.25,46.875
-15.625,-31.25,54.6875
-15.625,-31.25,62.5
-15.625,-31.25,70.3125
-15.625,-31.25,78.125
-15.625,-31.25,85.9375
-15.625,-31.25,93.75
-15.625,-31.25,101.5625
-15.625,-23.4375,39.0625
-15.625,-23.4375,46.875
-15.625,-23.4375,54.6875
-15.625,-23.4375,62.5
-15.625,-23.4375,70.3125
-15.625,-23.4375,78.125
-15.625,-23.4375,85.9375
-15.625,-15.625,-7.8125
-15.625,-15.625,0.0
-15.625,-15.625,7.8125
-15.625,-15.625,15.625
-15.625,-15.625,23.4375
-15.625,-15.625,31.25
-15.625,-15.625,39.0625
-15.625,-15.625,46.875
-15.625,-15.625,54.6875
-15.625,-15.625,62.5
-15.625,-15.625,70.3125
-15.625,-7.8125,-15.625
-15.625,-7.8125,-7.8125
-15.625,-7.8125,0.0
-15.625,-7.8125,7.8125
-15.625,-7.8125,15.625
-15.625,-7.8125,23.4375
-15.625,-7.8125,31.25
-15.625,-7.8125,39.0625
-15.625,-7.8125,46.875
-15.625,-7.8125,54.6875
-15.625,0.0,-7.8125
-15.625,0.0,0.0
-15.625,0.0,7.8125
-15.625,0.0,15.625
-15.625,0.0,23.4375
-15.625,0.0,31.25
-15.625,0.0,39.0625
-7.8125,-70.3125,132.8125
-7.8125,-62.5,109.375
-7.8125,-62.5,117.1875
-7.8125,-62.5,125.0
-7.8125,-62.5,132.8125
-7.8125,-54.6875,93.75
-7.8125,-54.6875,101.5625
-7.8125,-54.6875,109.375
-7.8125,-54.6875,117.1875
-7.8125,-54.6875,125.0
-7.8125,-46.875,78.125
-7.8125,-46.875,85.9375
-7.8125,-46.875,93.75
-7.8125,-46.875,101.5625
-7.8125,-46.875,109.375
-7.8125,-46.875,117.1875
-7.8125,-39.0625,62.5
-7.8125,-39.0625,70.3125
-7.8125,-39.0625,78.125
-7.8125,-39.0625,85.9375
-7.8125,-39.0625,93.75
-7.8125,-39.0625,101.5625
-7.8125,-39.0625,109.375
-7.8125,-31.25,54.6875
-7.8125,-31.25,62.5
-7.8125,-31.25,70.3125
-7.8125,-31.25,78.125
-7.8125,-31.25,85.9375
-7.8125,-31.25,93.75
-7.8125,-23.4375,54.6875
-7.8125,-23.4375,62.5
-7.8125,-23.4375,70.3125
-7.8125,-23.4375,78.125
-7.8125,-15.625,54.6875
-7.8125,-15.625,62.5
-7.8125,-7.8125,46.875
0.0,-70.3125,132.8125
0.0,-62.5,109.375
0.0,-62.5,117.1875
0.0,-62.5,125.0
0.0,-54.6875,93.75
0.0,-54.6875,101.5625
0.0,-54.6875,109.375
0.0,-54.6875,117.1875
0.0,-46.875,78.125
0.0,-46.875,85.9375
0.0,-46.875,93.75
0.0,-46.875,101.5625
0.0,-46.875,109.375
0.0,-39.0625,70.3125
0.0,-39.0625,78.125
0.0,-39.0625,85.9375
0.0,-39.0625,93.75
0.0,-39.0625,101.5625
0.0,-31.25,70.3125
0.0,-31.25,78.125
0.0,-31.25,85.9375
0.0,-31.25,93.75
0.0,-23.4375,70.3125
0.0,-23.4375,78.125
7.8125,-62.5,117.1875
7.8125,-54.6875,101.5625
7.8125,-54.6875,109.375
7.8125,-54.6875,117.1875
7.8125,-46.875,93.75
7.8125,-46.875,101.5625
7.8125,-46.875,109.375
7.8125,-39.0625,93.75
7.8125,-39.0625,101.5625
